N° interne,N° SA,SN1/SN2, Famille  de situation,Problématique exemplaire,Urgences-SN1,Ped Ambu,SN2-Gynéco,Titre,Spécialité,5 types d'étapes de raisonnement,2 types d'étapes du raisonnement,Item,RC,Compétences,Compétences certifiées,Notes
49,489,SN1-1,FS03,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,SN2 avant Pôle femme,Morsure de tique,Dermatologie,PEC-ttt,PEC-ttt,Zoonoses,MORSURE - GRIFFURE,"Premier recours, urgences",['C1NnD7' 'C2NnD3'],
49,490,SN1-1,FS07,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,non,SN2 avant Pôle femme,Troubles du sommeil,Psychiatrie,PEC-ttt,PEC-ttt,Troubles du sommeil de l'enfant et de l'adulte,INSOMNIE,"Approche globale, prise en compte de la complexité",['C1NnD4' 'C2NnD3' 'C5NnD1'],
49,491,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,SN2 avant Pôle femme,Obésité infantile,Pédiatrie,Prévention-Education,Autre,Obésité de l'enfant et de l'adulte (voir item 71),OBÉSITÉ,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C3NnD2' 'C3NnD3' 'C3NiD5'],
49,492,SN1-1,FS03,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,SN2 avant Pôle femme,Paxlovid,Infectiologie,PEC-ttt,PEC-ttt,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C6NiD3' 'C4NnD2'],
49,493,SN1-1,FS06,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,non,SN2 avant Pôle femme,Deuil,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",DÉCÈS,"Relation, communication, approche centrée patient",['C1NnD4' 'C1NiD5'],
50,494,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,non,Pôle femme avant SN2,SA 4-4 consultation dépression,Psychiatrie,Diag+PEC,Diag+PEC,"Diagnostiquer : un trouble dépressif, un trouble anxieux généralisé, un trouble panique, un trouble phobique, un trouble obsessionnel compulsif, un état de stress post-traumatique, un trouble de l'adaptation (de l'enfant à la personne âgée), un trouble de la personnalité",DÉPRESSION,"Continuité, suivi, coordination des soins autour du patient",,
50,495,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,Pôle femme avant SN2,SA 2-3 introduction de Statine,Cardiologie,PEC-ttt,PEC-ttt,Dyslipidémies,DYSLIPIDÉMIE,"Approche globale, prise en compte de la complexité",['C2NnD3' 'C2NiD3' 'C3NnD3' 'C2NnD1'],
50,496,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,Pôle femme avant SN2,SA 2-4 Indication vitamine D,Rhumatologie,PEC-ttt,PEC-ttt,Ostéopathies fragilisantes,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NiD1' 'C3NnD4' 'C2NnD2'],
50,497,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,Pôle femme avant SN2,SA 1-4 élévation isolée des gamma-GT,Gastroentérologie,Diagnostic,Diagnostic,Hépatites virales,HÉPATITE VIRALE,"Approche globale, prise en compte de la complexité",['C1NiD2' 'C2NID1' 'C2NiD4' 'C3NnD3'],
50,498,SN1-1,FS03,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,Pôle femme avant SN2,SA 1-5 métrorragie,Gynécologie,Diag+PEC,Diag+PEC,Anomalies du cycle menstruel. Métrorragies,MÉNORRAGIE - MÉTRORRAGIE,"Premier recours, urgences",['C5NnD7' 'C2NnD3' 'C3NiD2' 'C5NnD4' 'C2NnD1'],
50,499,SN1-1,FS02,Incidents iatrogènes nouvellement rencontrés,Urgences avant SN1,non,Pôle femme avant SN2,SA 3-2 Toux sous IEC,Pneumologie,PEC-ttt,PEC-ttt,Toux chez l'enfant et chez l'adulte (avec le traitement),TOUX,"Approche globale, prise en compte de la complexité",['C2NnD3' 'C3NiD3' 'C2NnD1'],
50,500,SN1-1,FS05,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,Pôle femme avant SN2,SA 2-5 Antibiothérapie probabiliste IST,Gynécologie,PEC-ttt,PEC-ttt,"Infections sexuellement transmissibles (IST) : gonococcies, chlamydioses, syphilis, papillomavirus humain (HPV), trichomonose",LEUCORRHÉE,"Premier recours, urgences",['C3NnD1' 'C4NnD1' 'C3NnD4' 'C4NnD3'],
50,501,SN1-1,FS09,Incidents iatrogènes nouvellement rencontrés,Urgences avant SN1,non,Pôle femme avant SN2,SA3-3 Addiction,Psychiatrie,PEC-ttt,PEC-ttt,Addiction aux médicaments psychotropes (benzodiazépines et apparentés),TOXICOMANIE,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD4' 'C1NnD6' 'C1NnD7' 'C1NnD1'],
50,502,SN1-1,FS05,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,Pôle femme avant SN2,SA 2-6 PrEP,Infectiologie,Prévention-Education,Autre,"Infections sexuellement transmissibles (IST) : gonococcies, chlamydioses, syphilis, papillomavirus humain (HPV), trichomonose",DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
50,503,SN1-1,FS02,Incidents iatrogènes nouvellement rencontrés,Urgences avant SN1,non,Pôle femme avant SN2,SA3-4 Traitement de l'insomnie,Psychiatrie,PEC-ttt,PEC-ttt,Troubles du sommeil de l'enfant et de l'adulte,INSOMNIE,"Approche globale, prise en compte de la complexité",,
51,504,SN1-1,FS01,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,SN2 avant Pôle femme,Douleurs neuropathiques,Psychiatrie,PEC-ttt,PEC-ttt,Prescription et surveillance des psychotropes,DOULEUR NON CARACTÉRISTIQUE,"Approche globale, prise en compte de la complexité",C2NnD3,
51,505,SN1-1,FS03,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,Bilan gammapathie,Hématologie,Diagnostic,Diagnostic,Hémogramme chez l'adulte et l'enfant : indications et interprétation,ANOMALIE BIOLOGIQUE SANGUINE,"Continuité, suivi, coordination des soins autour du patient",C2NnD3,
51,506,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,SA 1-3,ORL,PEC-ttt,PEC-ttt,"Éducation thérapeutique, observance et automédication",RHINITE,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C3NnD2' 'C5NnD6'],
51,507,SN1-1,FS07,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 1-4,Psychiatrie,PEC-ttt,PEC-ttt,Prescription et surveillance des psychotropes,DÉPRESSION,"Approche globale, prise en compte de la complexité",['C1NnD5' 'C2NnD1'],
51,508,SN1-1,FS01,Incidents iatrogènes nouvellement rencontrés,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 1-5,Cardiologie,PEC-ttt,PEC-ttt,Dyslipidémies,DYSLIPIDÉMIE,"Approche globale, prise en compte de la complexité",C3NnD5,
51,509,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,SA 1-6,Endocrinologie,PEC-ttt,PEC-ttt,Hypothyroïdie,HYPOTHYROÏDIE,"Continuité, suivi, coordination des soins autour du patient",C1NnD1,
51,510,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,SA 1-7,Néphrologie,Diagnostic,Diagnostic,Troubles de l'équilibre acido-basique et désordres hydro-électrolytiques,ANOMALIE BIOLOGIQUE SANGUINE,"Continuité, suivi, coordination des soins autour du patient",C5NnD5,
51,511,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 1-8,Endocrinologie,PEC-ttt,PEC-ttt,Diabète sucré de types 1 et 2 de l'enfant et de l'adulte. Complications,DIABÈTE DE TYPE 2,"Approche globale, prise en compte de la complexité",['C5NnD3' 'C2NiD5'],
51,512,SN1-1,FS07,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 1-9,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD3' 'C1NnD4'],
51,513,SN1-1,FS09,Procédures médico-administratives,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 1-10,Santé publique (Administratif/Social),Administratif-Social,Autre,La sécurité sociale. L'assurance maladie. Les assurances complémentaires. La complémentaire santé solidaire (CSS). La consommation médicale. Protection sociale. Consommation médicale et économie de la santé.,PROCÉDURE ADMINISTRATIVE,Professionnalisme,['C1NnD7' 'C6NnD2'],
52,514,SN1-1,FS03,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,SN1 avant Urgences,non,Pôle femme avant SN2,SA10_1,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",C1NnD4,
52,515,SN1-1,FS02,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,Pôle femme avant SN2,SA9_1,Gynécologie,PEC-ttt,PEC-ttt,Allaitement maternel,POST-PARTUM (COMPLICATION),"Premier recours, urgences",C2NnD3,
52,516,SN1-1,FS07,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,Pôle femme avant SN2,SA4_1,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD2' 'C1NnD5' 'C2NnD1'],
52,517,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,Pôle femme avant SN2,SA2_1,Cardiologie,PEC-ttt,PEC-ttt,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Premier recours, urgences",['C2NnD3' 'C3NnD5' 'C4NiD5'],
52,518,SN1-1,FS01,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,Pôle femme avant SN2,SA8_1,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD5' 'C5NnD1'],
52,519,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,Pôle femme avant SN2,SA1_1,Cardiologie,PEC-ttt,PEC-ttt,Facteurs de risque cardio-vasculaire et prévention,HTA,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NiD1' 'C3NnD5' 'C6NnD1'],
52,520,SN1-1,FS02,Incidents iatrogènes nouvellement rencontrés,SN1 avant Urgences,non,Pôle femme avant SN2,SA3_1,Rhumatologie,PEC-ttt,PEC-ttt,Arthrose,ARTHROSE,"Approche globale, prise en compte de la complexité",['C1NnD4' 'C3NnD2'],
52,521,SN1-1,FS02,Situations de soins non programmés vous ayant posé problème,SN1 avant Urgences,non,Pôle femme avant SN2,SA6_1,Pneumologie,Diag+PEC,Diag+PEC,Infections broncho pulmonaires communautaires de l'adulte et de l'enfant,PNEUMOPATHIE AIGUË,"Premier recours, urgences",,
52,522,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,Pôle femme avant SN2,SA1_2,Santé publique (Administratif/Social),Administratif-Social,Autre,Certificats médicaux. Décès et législation,PROCÉDURE ADMINISTRATIVE,"Éducation, prévention, dépistage, santé individuelle et communautaire",C6NnD4,
52,523,SN1-1,FS05,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,Pôle femme avant SN2,SA1_3,Infectiologie,PEC-ttt,PEC-ttt,Infections à VIH,VIRUS IMMUNIODEFICIENCE HUMAINE - VIH,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD1' 'C2NnD3'],
53,524,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,SA 1 - Supplémentation vitamine D,Rhumatologie,Prévention-Education,Autre,Ostéopathies fragilisantes,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
53,525,SN1-1,FS04,Pratique de gestes techniques utiles en soins primaires,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 2 - Vaccination,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Premier recours, urgences",,
53,526,SN1-1,FS05,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 3 - Grossesse avec stérilet,Gynécologie,PEC-ttt,PEC-ttt,Contraception,CONTRACEPTION,"Approche globale, prise en compte de la complexité",,
53,527,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 4 - Inroduction traitement antihypertenseur,Cardiologie,PEC-ttt,PEC-ttt,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Continuité, suivi, coordination des soins autour du patient",,
53,528,SN1-1,FS02,Procédures médico-administratives,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 5 - AT,Santé publique (Administratif/Social),Administratif-Social,Autre,Accidents du travail et maladies professionnelles : définitions et enjeux,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",,
53,529,SN1-1,FS04,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 6 - Vaccins,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
53,530,SN1-1,FS01,Incidents iatrogènes nouvellement rencontrés,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 7 - Toux et IEC,Pneumologie,Diagnostic,Diagnostic,Toux chez l'enfant et chez l'adulte (avec le traitement),TOUX,"Approche globale, prise en compte de la complexité",,
53,531,SN1-1,FS04,Situations de soins non programmés vous ayant posé problème,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 8 - Orientation troubles autistiques/TDAH,Pédiatrie,Diag+PEC,Diag+PEC,"Troubles envahissants du développement (voir items 118, 121, 122, 138)",PSYCHIQUE (TROUBLE),"Éducation, prévention, dépistage, santé individuelle et communautaire",,
53,532,SN1-1,FS02,Pratique de gestes techniques utiles en soins primaires,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 9 - IDR tuberculinique,Pneumologie,Diagnostic,Diagnostic,Tuberculose de l'adulte et de l'enfant,RÉACTION TUBERCULINIQUE,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
53,533,SN1-1,FS03,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 10 - Grille Calgary,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
54,534,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,Indication coroscanner,Cardiologie,Diagnostic,Diagnostic,Facteurs de risque cardio-vasculaire et prévention,DYSLIPIDÉMIE,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C2NnD3' 'C5NnD1'],
54,535,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,Pic monoclonal,Hématologie,Diagnostic,Diagnostic,Neuropathies périphériques,ANOMALIE BIOLOGIQUE SANGUINE,"Approche globale, prise en compte de la complexité",C5NnD1,
54,536,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,diversification alimentaire,Pédiatrie,Prévention-Education,Autre,Alimentation et besoins nutritionnels du nourrisson et de l'enfant,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C3NiD1' 'C3NiD3' 'C6NiD1' 'C6NiD3'],
54,537,SN1-1,FS04,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,oui,SN2 avant Pôle femme,supplémentation vitamine D pédiatrie,Rhumatologie,Prévention-Education,Autre,Ostéopathies fragilisantes,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C5NiD1' 'C6NiD4' 'C6NiD3'],
54,538,SN1-1,FS01,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,oui,SN2 avant Pôle femme,HTA secondaire,Cardiologie,Diagnostic,Diagnostic,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Continuité, suivi, coordination des soins autour du patient",['C1NiD4' 'C2NiD3'],
54,539,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,Asthme,Pneumologie,PEC-ttt,PEC-ttt,"Hypersensibilité et allergies respiratoires chez l'enfant et chez l'adulte. Asthme, rhinite",ASTHME,"Premier recours, urgences",['C5NnD5' 'C5NnD6'],
54,540,SN1-1,FS01,Procédures médico-administratives,Urgences avant SN1,oui,SN2 avant Pôle femme,départ en voyage,Infectiologie,Prévention-Education,Autre,"Voyage en pays tropical de l'adulte et de l'enfant : conseils avant le départ, pathologies du retour : fièvre, diarrhée, manifestations cutanées",VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD2' 'C3NnD1'],
54,541,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,Crampes musculaires,Neurologie,Diagnostic,Diagnostic,Myasthénie,CRAMPE MUSCULAIRE,"Approche globale, prise en compte de la complexité",C5NnD6,
54,542,SN1-1,FS09,Situations de soins non programmés vous ayant posé problème,Urgences avant SN1,oui,SN2 avant Pôle femme,syndrome dépressif,Psychiatrie,PEC-ttt,PEC-ttt,"Risque et conduite suicidaires chez l'enfant, l'adolescent et l'adulte : identification et prise en charge",DÉPRESSION,"Approche globale, prise en compte de la complexité",C2NiD2,
54,543,SN1-1,FS03,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,Asthénie,Endocrinologie,Diagnostic,Diagnostic,?,ASTHÉNIE - FATIGUE,"Approche globale, prise en compte de la complexité",['C6NiD2' 'C6NiD3'],
55,544,SN1-1,FS01,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,Pôle femme avant SN2,SA n°1 - élévation des BNP,Cardiologie,Diagnostic,Diagnostic,Insuffisance cardiaque de l'adulte,ANOMALIE BIOLOGIQUE SANGUINE,"Premier recours, urgences",['C1NiD5' 'C5NnD7' 'C3NiD3'],
55,545,SN1-1,FS05,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,Pôle femme avant SN2,SA n°2 - suivi grossesse,Gynécologie,Prévention-Education,Autre,Grossesse normale,GROSSESSE,"Continuité, suivi, coordination des soins autour du patient",['C1NnD6' 'C5NnD1' 'C5NnD2'],
55,546,SN1-1,FS05,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,Pôle femme avant SN2,SA n°3 - Portage strepto B grossesse,Gynécologie,PEC-ttt,PEC-ttt,Principales complications de la grossesse,GROSSESSE,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C2NnD3' 'C4NiD3' 'C6NnD1'],
55,547,SN1-1,FS08,Procédures médico-administratives,SN1 avant Urgences,non,Pôle femme avant SN2,SA n°4 - Congé grossesse,Santé publique (Administratif/Social),Administratif-Social,Autre,Principales complications de la grossesse,PROCÉDURE ADMINISTRATIVE,Professionnalisme,['C2NnD3' 'C2NnD2'],
55,548,SN1-1,FS04,Pratique de gestes techniques utiles en soins primaires,SN1 avant Urgences,non,Pôle femme avant SN2,SA n°5 - Vaccination enfant,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Premier recours, urgences",['C3NnD1' 'C6NnD2'],
55,549,SN1-1,FS04,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,Pôle femme avant SN2,SA n°6 - Grille de Calgary 1,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
55,550,SN1-1,FS01,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,Pôle femme avant SN2,SA n°7 - Grille de Calgary 2,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD4' 'C1NiD1'],
55,551,SN1-1,FS03,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,Pôle femme avant SN2,SA n°8 - Grille de Calgary 3,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD7' 'C1NiD4' 'C4NiD1' 'C1NiD6'],
55,552,SN1-1,FS02,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,Pôle femme avant SN2,SA n°9 - Détection H. pylori,Gastroentérologie,Diagnostic,Diagnostic,Ulcère gastrique et duodénal. Gastrite,ÉPIGASTRALGIE,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C2NnD3' 'C5NiD2' 'C5NiD4'],
55,553,SN1-1,FS02,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,SN1 avant Urgences,non,Pôle femme avant SN2,SA n°10 - Cystite,Urologie,PEC-ttt,PEC-ttt,Infections urinaires de l'enfant et de l'adulte,CYSTITE - CYSTALGIE,"Premier recours, urgences",['C3NiD3' 'C2NiD5' 'C2NnD2'],
56,554,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,Dépistage de l'amblyopie chez l'enfant,Pédiatrie,Prévention-Education,Autre,Strabisme et amblyopie de l'enfant,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD8' 'C3NnD1' 'C5NnD5' 'C5NnD2' 'C6NnD2' 'C6NnD3'],
56,555,SN1-1,FS06,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,SN2 avant Pôle femme,Insomnie,Psychiatrie,PEC-ttt,PEC-ttt,Troubles du sommeil de l'enfant et de l'adulte,INSOMNIE,"Approche globale, prise en compte de la complexité",['C1NnD1' 'C2NnD3' 'C2NID1' 'C5NnD1'],
56,556,SN1-1,FS04,Pratique de gestes techniques utiles en soins primaires,SN1 avant Urgences,non,SN2 avant Pôle femme,Vaccination chez l'enfant,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Premier recours, urgences",['C2NnD3' 'C6NnD2' 'C6NnD3'],
56,557,SN1-1,FS01,Procédures médico-administratives,SN1 avant Urgences,non,SN2 avant Pôle femme,Prescription d'une cure thermale,Rhumatologie,PEC-ttt,PEC-ttt,Arthrose,ARTHROSE,"Continuité, suivi, coordination des soins autour du patient",C5NnD2,
56,558,SN1-1,FS02,Procédures médico-administratives,SN1 avant Urgences,non,SN2 avant Pôle femme,SA Déclaration des EIM,Santé publique (Administratif/Social),Administratif-Social,Autre,"Identification et gestion des risques liés aux médicaments et aux biomatériaux, risque iatrogène, erreur médicamenteuse",PROCÉDURE ADMINISTRATIVE,Professionnalisme,['C2NnD3' 'C6NnD1' 'C2NnD1'],
56,559,SN1-1,FS05,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,SN2 avant Pôle femme,SA - Consultation gynécologique en MG,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD4' 'C6NnD1'],
